dynamicColors	mergedColors
NKX3-1	turquoise	turquoise
NLE1	turquoise	turquoise
NLGN2	grey	grey
NLGN3	purple	purple
NLGN4Y	grey	grey
NLK	brown	brown
NLN	grey	grey
NLRC3	turquoise	turquoise
NLRC4	grey	grey
NLRC5	salmon	purple
NLRP1	purple	purple
NLRP12	green	green
NLRP2	red	blue
NLRP3	green	green
NLRP6	turquoise	turquoise
NLRP8	grey	grey
NLRP9	grey	grey
NLRX1	pink	pink
NMB	yellow	green
NMD3	black	black
NME1	turquoise	turquoise
NME2	cyan	cyan
NME3	turquoise	turquoise
NME4	blue	blue
NME6	turquoise	turquoise
NME7	brown	brown
NME9	black	black
NMI	brown	brown
NMNAT1	blue	blue
NMNAT3	turquoise	turquoise
NMRAL1	turquoise	turquoise
NMT1	red	blue
NMT2	brown	brown
NMU	grey	grey
NMUR1	blue	blue
NNT	turquoise	turquoise
NOA1	red	blue
NOB1	red	blue
NOC2L	turquoise	turquoise
NOC3L	brown	brown
NOC4L	blue	blue
NOD1	blue	blue
NOD2	red	blue
NODAL	grey	grey
NOG	green	green
NOL10	black	black
NOL11	black	black
NOL12	red	blue
NOL3	grey	grey
NOL6	salmon	purple
NOL7	black	black
NOL8	tan	brown
NOL9	green	green
NOLC1	turquoise	turquoise
NOM1	purple	purple
NOMO1	pink	pink
NOMO2	blue	blue
NOMO3	cyan	cyan
NONO	red	blue
NOP10	red	blue
NOP14	blue	blue
NOP14-AS1	yellow	green
NOP16	salmon	purple
NOP2	yellow	green
NOP56	blue	blue
NOP58	greenyellow	greenyellow
NOS1	green	green
NOS3	turquoise	turquoise
NOSIP	turquoise	turquoise
NOTCH1	turquoise	turquoise
NOTCH2	turquoise	turquoise
NOTCH2NL	turquoise	turquoise
NOTCH4	grey	grey
NOX4	green	green
NOXA1	turquoise	turquoise
NOXO1	grey	grey
NOXRED1	grey	grey
NPAS2	grey	grey
NPAT	tan	brown
NPC1	yellow	green
NPC2	turquoise	turquoise
NPDC1	blue	blue
NPEPL1	blue	blue
NPEPPS	salmon	purple
NPFF	midnightblue	black
NPFFR2	grey	grey
NPHP1	grey	grey
NPHP3	grey	grey
NPHP3-ACAD11	tan	brown
NPHP4	blue	blue
NPHS1	green	green
NPL	turquoise	turquoise
NPLOC4	green	green
NPM1	midnightblue	black
NPM2	turquoise	turquoise
NPM3	cyan	cyan
NPPA	grey	grey
NPR2	grey	grey
NPRL2	blue	blue
NPRL3	pink	pink
NPTN	brown	brown
NPTXR	turquoise	turquoise
NQO1	turquoise	turquoise
NQO2	turquoise	turquoise
NR1D1	yellow	green
NR1D2	turquoise	turquoise
NR1H2	yellow	green
NR1H3	blue	blue
NR1I2	grey	grey
NR2C1	magenta	magenta
NR2C2	purple	purple
NR2C2AP	blue	blue
NR2E3	brown	brown
NR2F6	turquoise	turquoise
NR3C1	greenyellow	greenyellow
NR3C2	tan	brown
NR4A1	greenyellow	greenyellow
NR4A2	greenyellow	greenyellow
NR4A3	greenyellow	greenyellow
NRADDP	yellow	green
NRAS	black	black
NRBF2	green	green
NRBP1	yellow	green
NRBP2	blue	blue
NRD1	brown	brown
NREP	grey	grey
NRF1	yellow	green
NRG2	grey	grey
NRG4	magenta	magenta
NRGN	grey	grey
NRIP1	turquoise	turquoise
NRIP2	salmon	purple
NRIP3	red	blue
NRL	green	green
NRM	turquoise	turquoise
NRN1	grey	grey
NRN1L	black	black
NRSN1	grey	grey
NRSN2	grey	grey
NRTN	blue	blue
NSA2	greenyellow	greenyellow
NSD1	turquoise	turquoise
NSDHL	blue	blue
NSF	brown	brown
NSFL1C	red	blue
NSL1	red	blue
NSMAF	turquoise	turquoise
NSMCE1	brown	brown
NSMCE2	turquoise	turquoise
NSMCE4A	brown	brown
NSRP1	blue	blue
NSUN2	red	blue
NSUN3	black	black
NSUN4	green	green
NSUN5	blue	blue
NSUN5P1	turquoise	turquoise
NSUN5P2	turquoise	turquoise
NSUN6	tan	brown
NT5C	turquoise	turquoise
NT5C1A	grey	grey
NT5C1B	grey	grey
NT5C2	brown	brown
NT5DC1	brown	brown
NT5DC3	turquoise	turquoise
NT5E	grey	grey
NT5M	grey	grey
NTAN1	pink	pink
NTHL1	turquoise	turquoise
NTN1	grey	grey
NTN4	grey	grey
NTN5	grey	grey
NTNG2	grey	grey
NTPCR	turquoise	turquoise
NTRK1	grey	grey
NTRK2	turquoise	turquoise
NUAK2	greenyellow	greenyellow
NUB1	turquoise	turquoise
NUBP1	yellow	green
NUBP2	turquoise	turquoise
NUBPL	turquoise	turquoise
NUCB1	turquoise	turquoise
NUCB2	brown	brown
NUCKS1	magenta	magenta
NUDC	red	blue
NUDCD1	brown	brown
NUDCD2	turquoise	turquoise
NUDCD3	turquoise	turquoise
NUDT1	turquoise	turquoise
NUDT10	grey	grey
NUDT11	grey	grey
NUDT12	green	green
NUDT13	black	black
NUDT14	blue	blue
NUDT15	green	green
NUDT16	turquoise	turquoise
NUDT16L1	yellow	green
NUDT17	blue	blue
NUDT18	turquoise	turquoise
NUDT19	midnightblue	black
NUDT2	turquoise	turquoise
NUDT21	midnightblue	black
NUDT22	turquoise	turquoise
NUDT3	cyan	cyan
NUDT4	magenta	magenta
NUDT5	turquoise	turquoise
NUDT6	turquoise	turquoise
NUDT7	brown	brown
NUDT8	turquoise	turquoise
NUDT9	brown	brown
NUF2	grey	grey
NUFIP1	green	green
NUFIP2	magenta	magenta
NUMA1	blue	blue
NUMB	turquoise	turquoise
NUMBL	turquoise	turquoise
NUP107	purple	purple
NUP133	green	green
NUP153	green	green
NUP155	yellow	green
NUP160	tan	brown
NUP188	turquoise	turquoise
NUP205	purple	purple
NUP210	turquoise	turquoise
NUP210L	turquoise	turquoise
NUP214	yellow	green
NUP35	magenta	magenta
NUP37	grey	grey
NUP43	blue	blue
NUP50	black	black
NUP54	black	black
NUP62	red	blue
NUP62CL	turquoise	turquoise
NUP85	red	blue
NUP88	yellow	green
NUP93	red	blue
NUP98	green	green
NUPL1	green	green
NUPL2	brown	brown
NUS1	black	black
NUSAP1	black	black
NUTF2	turquoise	turquoise
NVL	turquoise	turquoise
NWD1	purple	purple
NXF1	yellow	green
NXN	purple	purple
NXT1	yellow	green
NXT2	brown	brown
NYAP2	blue	blue
OAS1	turquoise	turquoise
OAS2	turquoise	turquoise
OAS3	turquoise	turquoise
OASL	yellow	green
OAT	turquoise	turquoise
OAZ1	turquoise	turquoise
OAZ2	red	blue
OAZ3	yellow	green
OBFC1	brown	brown
OBSCN	salmon	purple
OCEL1	turquoise	turquoise
OCIAD1	brown	brown
OCIAD2	red	blue
OCLM	green	green
OCLN	grey	grey
OCM	turquoise	turquoise
OCRL	grey	grey
ODC1	pink	pink
ODF2	turquoise	turquoise
ODF2L	tan	brown
ODF3B	red	blue
OFD1	brown	brown
OGDH	turquoise	turquoise
OGFOD1	blue	blue
OGFOD2	turquoise	turquoise
OGFR	pink	pink
OGFRL1	blue	blue
OGG1	turquoise	turquoise
OGN	grey	grey
OGT	purple	purple
OIP5	grey	grey
OIP5-AS1	brown	brown
OLA1	brown	brown
OLAH	yellow	green
OLFM2	turquoise	turquoise
OLFML2A	blue	blue
OLFML3	grey	grey
OMA1	brown	brown
OMD	green	green
OMG	grey	grey
OPA1	midnightblue	black
OPA3	blue	blue
OPN3	turquoise	turquoise
OPRL1	turquoise	turquoise
OPRM1	grey	grey
OPTN	blue	blue
OR1F2P	grey	grey
OR2L13	grey	grey
OR3A1	grey	grey
OR51E2	grey	grey
OR52N4	blue	blue
OR56B1	grey	grey
OR7D2	blue	blue
OR7E12P	magenta	magenta
OR7E14P	grey	grey
OR7E156P	grey	grey
OR7E37P	blue	blue
OR7E91P	grey	grey
ORAI1	red	blue
ORAI2	pink	pink
ORAI3	pink	pink
ORAOV1	blue	blue
ORC1	yellow	green
ORC2	brown	brown
ORC3	brown	brown
ORC4	tan	brown
ORC5	tan	brown
ORC6	green	green
ORM2	grey	grey
ORMDL1	tan	brown
ORMDL2	turquoise	turquoise
ORMDL3	red	blue
OS9	turquoise	turquoise
OSBP	green	green
OSBP2	grey	grey
OSBPL10	greenyellow	greenyellow
OSBPL11	green	green
OSBPL1A	turquoise	turquoise
OSBPL2	green	green
OSBPL3	blue	blue
OSBPL5	blue	blue
OSBPL7	salmon	purple
OSBPL8	black	black
OSBPL9	tan	brown
OSCAR	grey	grey
OSCP1	cyan	cyan
OSGEP	turquoise	turquoise
OSGEPL1	greenyellow	greenyellow
OSGIN1	pink	pink
OSGIN2	black	black
OSM	greenyellow	greenyellow
OSMR	yellow	green
OST4	blue	blue
OSTC	brown	brown
OSTCP1	green	green
OSTF1	turquoise	turquoise
OSTM1	brown	brown
OTOF	blue	blue
OTUB1	red	blue
OTUB2	red	blue
OTUD1	turquoise	turquoise
OTUD3	green	green
OTUD4	greenyellow	greenyellow
OTUD5	pink	pink
OTUD6A	green	green
OTUD6B	tan	brown
OTUD7A	grey	grey
OTUD7B	blue	blue
OVCA2	yellow	green
OVCH1	blue	blue
OVGP1	purple	purple
OXA1L	red	blue
OXCT1	brown	brown
OXNAD1	yellow	green
OXR1	tan	brown
OXSM	yellow	green
OXSR1	green	green
OXT	grey	grey
P2RX4	blue	blue
P2RX5	turquoise	turquoise
P2RX5-TAX1BP3	yellow	green
P2RX7	blue	blue
P2RY10	green	green
P2RY11	salmon	purple
P2RY14	grey	grey
P4HA1	brown	brown
P4HB	blue	blue
P4HTM	blue	blue
PA2G4	red	blue
PA2G4P4	grey	grey
PAAF1	turquoise	turquoise
PABPC1	greenyellow	greenyellow
PABPC1L	red	blue
PABPC1P2	yellow	green
PABPC3	turquoise	turquoise
PABPC4	cyan	cyan
PABPN1	turquoise	turquoise
PACRG	grey	grey
PACRGL	turquoise	turquoise
PACS1	salmon	purple
PACS2	pink	pink
PACSIN1	grey	grey
PACSIN2	pink	pink
PADI4	grey	grey
PAF1	yellow	green
PAFAH1B1	magenta	magenta
PAFAH1B2	black	black
PAFAH1B3	turquoise	turquoise
PAFAH2	blue	blue
PAG1	turquoise	turquoise
PAGE5	grey	grey
PAICS	brown	brown
PAIP1	black	black
PAIP2	midnightblue	black
PAIP2B	brown	brown
PAK1	blue	blue
PAK1IP1	brown	brown
PAK2	turquoise	turquoise
PAK3	blue	blue
PAK4	pink	pink
PALB2	tan	brown
PALLD	grey	grey
PALM2	blue	blue
PAM	blue	blue
PAN2	turquoise	turquoise
PAN3	purple	purple
PAN3-AS1	yellow	green
PANK1	blue	blue
PANK2	pink	pink
PANK3	magenta	magenta
PANK4	red	blue
PANX1	green	green
PAOX	pink	pink
PAPD4	midnightblue	black
PAPD5	green	green
PAPD7	green	green
PAPL	grey	grey
PAPLN	turquoise	turquoise
PAPOLA	midnightblue	black
PAPOLG	magenta	magenta
PAPPA	cyan	cyan
PAPSS1	brown	brown
PAPSS2	magenta	magenta
PAQR3	purple	purple
PAQR4	pink	pink
PAQR6	grey	grey
PAQR7	blue	blue
PAQR8	brown	brown
PARD6A	turquoise	turquoise
PARD6B	black	black
PARD6G	purple	purple
PARG	tan	brown
PARK2	blue	blue
PARK7	blue	blue
PARL	yellow	green
PARN	turquoise	turquoise
PARP1	turquoise	turquoise
PARP10	brown	brown
PARP11	brown	brown
PARP12	red	blue
PARP14	turquoise	turquoise
PARP15	purple	purple
PARP16	turquoise	turquoise
PARP2	yellow	green
PARP3	turquoise	turquoise
PARP4	blue	blue
PARP6	yellow	green
PARP8	purple	purple
PARP9	red	blue
PARPBP	black	black
PARS2	blue	blue
PART1	salmon	purple
PARVA	tan	brown
PARVB	blue	blue
PARVG	turquoise	turquoise
PASK	grey	grey
PATL1	green	green
PATL2	blue	blue
PATZ1	yellow	green
PAWR	grey	grey
PAX6	brown	brown
PAX8	blue	blue
PAXIP1	yellow	green
PBLD	blue	blue
PBOV1	yellow	green
PBRM1	pink	pink
PBX2	salmon	purple
PBX3	turquoise	turquoise
PBX4	yellow	green
PBXIP1	turquoise	turquoise
PC	turquoise	turquoise
PCAT1	blue	blue
PCBD1	turquoise	turquoise
PCBD2	turquoise	turquoise
PCBP1	pink	pink
PCBP1-AS1	blue	blue
PCBP2	cyan	cyan
PCBP3	grey	grey
PCBP4	blue	blue
PCCA	turquoise	turquoise
PCCB	blue	blue
PCDH11X	purple	purple
PCDH11Y	salmon	purple
PCDH12	grey	grey
PCDHA9	purple	purple
PCDHB16	purple	purple
PCDHB9	yellow	green
PCDHGA10	grey	grey
PCF11	magenta	magenta
PCGF1	red	blue
PCGF3	purple	purple
PCGF5	black	black
PCGF6	midnightblue	black
PCID2	turquoise	turquoise
PCIF1	yellow	green
PCK2	blue	blue
PCM1	magenta	magenta
PCMT1	brown	brown
PCMTD1	brown	brown
PCMTD2	brown	brown
PCNA	green	green
PCNP	midnightblue	black
PCNT	purple	purple
PCNX	turquoise	turquoise
PCNXL2	purple	purple
PCNXL3	salmon	purple
PCOLCE	blue	blue
PCP2	blue	blue
PCSK1N	blue	blue
PCSK4	grey	grey
PCSK5	black	black
PCSK7	blue	blue
PCTP	turquoise	turquoise
PCYOX1	brown	brown
PCYOX1L	turquoise	turquoise
PCYT1A	yellow	green
PCYT1B	yellow	green
PCYT2	turquoise	turquoise
PDAP1	turquoise	turquoise
PDCD1	blue	blue
PDCD10	brown	brown
PDCD11	blue	blue
PDCD1LG2	brown	brown
PDCD2	brown	brown
PDCD2L	blue	blue
PDCD4	black	black
PDCD5	brown	brown
PDCD6	brown	brown
PDCD6IP	brown	brown
PDCD7	pink	pink
PDCL	green	green
PDCL3	red	blue
PDDC1	blue	blue
PDE11A	grey	grey
PDE12	green	green
PDE1B	yellow	green
PDE2A	turquoise	turquoise
PDE3B	magenta	magenta
PDE4A	greenyellow	greenyellow
PDE4B	greenyellow	greenyellow
PDE4C	yellow	green
PDE4D	greenyellow	greenyellow
PDE4DIP	blue	blue
PDE5A	magenta	magenta
PDE6A	purple	purple
PDE6B	turquoise	turquoise
PDE6C	grey	grey
PDE6D	turquoise	turquoise
PDE6G	grey	grey
PDE7A	brown	brown
PDE7B	grey	grey
PDE8A	purple	purple
PDE8B	grey	grey
PDE9A	grey	grey
PDF	turquoise	turquoise
PDGFB	turquoise	turquoise
PDHA1	turquoise	turquoise
PDHB	turquoise	turquoise
PDHX	brown	brown
PDIA3	midnightblue	black
PDIA4	turquoise	turquoise
PDIA5	pink	pink
PDIA6	turquoise	turquoise
PDIK1L	midnightblue	black
PDK1	turquoise	turquoise
PDK2	turquoise	turquoise
PDK3	grey	grey
PDLIM1	turquoise	turquoise
PDLIM2	turquoise	turquoise
PDLIM5	turquoise	turquoise
PDLIM7	turquoise	turquoise
PDP1	black	black
PDP2	purple	purple
PDPK1	red	blue
PDPR	grey	grey
PDRG1	yellow	green
PDS5A	magenta	magenta
PDS5B	tan	brown
PDSS1	green	green
PDSS2	brown	brown
PDXDC1	green	green
PDXDC2P	purple	purple
PDXK	turquoise	turquoise
PDXP	pink	pink
PDZD11	turquoise	turquoise
PDZD2	grey	grey
PDZD4	blue	blue
PDZD7	grey	grey
PDZD8	greenyellow	greenyellow
PDZD9	grey	grey
PDZK1	blue	blue
PEA15	turquoise	turquoise
PEAK1	grey	grey
PEBP1	blue	blue
PECAM1	salmon	purple
PECR	turquoise	turquoise
PEF1	red	blue
PEG10	grey	grey
PELI1	green	green
PELI2	greenyellow	greenyellow
PELI3	grey	grey
PELO	yellow	green
PELP1	pink	pink
PEMT	red	blue
PEPD	turquoise	turquoise
PER1	greenyellow	greenyellow
PER2	black	black
PER3	blue	blue
PERP	greenyellow	greenyellow
PES1	red	blue
PET117	yellow	green
PEX1	magenta	magenta
PEX10	turquoise	turquoise
PEX11A	green	green
PEX11B	brown	brown
PEX11G	turquoise	turquoise
PEX12	black	black
PEX13	black	black
PEX14	pink	pink
PEX16	blue	blue
PEX19	turquoise	turquoise
PEX2	yellow	green
PEX26	red	blue
PEX3	tan	brown
PEX5	turquoise	turquoise
PEX5L	brown	brown
PEX6	blue	blue
PEX7	blue	blue
PF4	magenta	magenta
PFAS	blue	blue
PFDN1	blue	blue
PFDN2	yellow	green
PFDN4	midnightblue	black
PFDN5	cyan	cyan
PFDN6	red	blue
PFKFB1	blue	blue
PFKFB2	grey	grey
PFKFB3	greenyellow	greenyellow
PFKFB4	turquoise	turquoise
PFKL	turquoise	turquoise
PFKM	turquoise	turquoise
PFKP	turquoise	turquoise
PFN1	turquoise	turquoise
PFN1P2	purple	purple
PFN2	grey	grey
PFN4	magenta	magenta
PGAM1	blue	blue
PGAM2	blue	blue
PGAM4	magenta	magenta
PGAM5	grey	grey
PGAP1	green	green
PGAP2	pink	pink
PGAP3	blue	blue
PGBD1	green	green
PGBD2	brown	brown
PGBD3	black	black
PGBD4	yellow	green
PGD	turquoise	turquoise
PGGT1B	black	black
PGK1	blue	blue
PGLS	turquoise	turquoise
PGLYRP2	turquoise	turquoise
PGM1	turquoise	turquoise
PGM2	turquoise	turquoise
PGM2L1	tan	brown
PGM3	blue	blue
PGM5P2	purple	purple
PGP	pink	pink
PGPEP1	blue	blue
PGRMC1	midnightblue	black
PGRMC2	greenyellow	greenyellow
PGS1	blue	blue
PHACTR1	green	green
PHACTR2	brown	brown
PHACTR4	red	blue
PHAX	turquoise	turquoise
PHB	turquoise	turquoise
PHB2	blue	blue
PHC1	turquoise	turquoise
PHC2	pink	pink
PHC3	yellow	green
PHEX	grey	grey
PHF1	yellow	green
PHF10	grey	grey
PHF11	red	blue
PHF12	green	green
PHF13	red	blue
PHF14	turquoise	turquoise
PHF19	green	green
PHF2	yellow	green
PHF20	black	black
PHF20L1	magenta	magenta
PHF21A	salmon	purple
PHF23	pink	pink
PHF3	midnightblue	black
PHF5A	yellow	green
PHF6	brown	brown
PHF7	salmon	purple
PHF8	red	blue
PHGDH	turquoise	turquoise
PHIP	magenta	magenta
PHKA1	grey	grey
PHKA2	turquoise	turquoise
PHKB	brown	brown
PHKG1	green	green
PHKG2	blue	blue
PHLDA1	turquoise	turquoise
PHLDA2	greenyellow	greenyellow
PHLDB1	grey	grey
PHLDB2	magenta	magenta
PHLDB3	green	green
PHLPP1	turquoise	turquoise
PHLPP2	greenyellow	greenyellow
PHOSPHO2	brown	brown
PHPT1	turquoise	turquoise
PHRF1	salmon	purple
PHTF1	blue	blue
PHTF2	magenta	magenta
PHYH	grey	grey
PHYHD1	cyan	cyan
PI16	turquoise	turquoise
PI4K2A	pink	pink
PI4K2B	pink	pink
PI4KA	purple	purple
PI4KAP1	blue	blue
PI4KAP2	grey	grey
PI4KB	yellow	green
PIAS1	purple	purple
PIAS2	salmon	purple
PIAS3	salmon	purple
PIAS4	blue	blue
PIBF1	tan	brown
PICALM	magenta	magenta
PICK1	red	blue
PIEZO1	salmon	purple
PIF1	grey	grey
PIGA	green	green
PIGB	magenta	magenta
PIGC	blue	blue
PIGF	brown	brown
PIGG	salmon	purple
PIGH	black	black
PIGK	brown	brown
PIGL	salmon	purple
PIGM	turquoise	turquoise
PIGN	brown	brown
PIGO	turquoise	turquoise
PIGP	greenyellow	greenyellow
PIGQ	turquoise	turquoise
PIGR	turquoise	turquoise
PIGS	red	blue
PIGT	yellow	green
PIGU	turquoise	turquoise
PIGV	turquoise	turquoise
PIGW	brown	brown
PIGX	turquoise	turquoise
PIGY	tan	brown
PIGZ	cyan	cyan
PIH1D1	blue	blue
PIK3AP1	grey	grey
PIK3C2A	black	black
PIK3C2B	salmon	purple
PIK3C3	magenta	magenta
PIK3CA	black	black
PIK3CB	tan	brown
PIK3CD	turquoise	turquoise
PIK3CG	red	blue
PIK3IP1	yellow	green
PIK3R1	greenyellow	greenyellow
PIK3R2	pink	pink
PIK3R3	turquoise	turquoise
PIK3R4	magenta	magenta
PIK3R5	salmon	purple
PIK3R6	turquoise	turquoise
PIKFYVE	magenta	magenta
PILRA	blue	blue
PILRB	turquoise	turquoise
PIM1	blue	blue
PIM2	turquoise	turquoise
PIM3	pink	pink
PIN1	blue	blue
PIN4	brown	brown
PINK1	turquoise	turquoise
PINX1	red	blue
PIP4K2A	brown	brown
PIP4K2B	turquoise	turquoise
PIP4K2C	yellow	green
PIP5K1A	yellow	green
PIP5K1B	grey	grey
PIP5K1C	pink	pink
PIP5K1P1	grey	grey
PIP5KL1	grey	grey
PIPOX	grey	grey
PIPSL	blue	blue
PISD	greenyellow	greenyellow
PITHD1	yellow	green
PITPNA	blue	blue
PITPNB	midnightblue	black
PITPNC1	turquoise	turquoise
PITPNM1	turquoise	turquoise
PITPNM2	grey	grey
PITRM1	blue	blue
PIWIL2	purple	purple
PIWIL3	grey	grey
PIWIL4	grey	grey
PJA1	yellow	green
PJA2	midnightblue	black
PKD1	salmon	purple
PKD1L1	grey	grey
PKD1L3	grey	grey
PKD1P1	salmon	purple
PKD2	grey	grey
PKD2L2	red	blue
PKI55	green	green
PKIA	green	green
PKIB	grey	grey
PKIG	black	black
PKMYT1	blue	blue
PKN1	turquoise	turquoise
PKN2	magenta	magenta
PKN3	grey	grey
PKNOX1	turquoise	turquoise
PKP2	brown	brown
PKP4	turquoise	turquoise
PLA2G10	grey	grey
PLA2G12A	brown	brown
PLA2G15	blue	blue
PLA2G16	blue	blue
PLA2G2D	red	blue
PLA2G4B	green	green
PLA2G4C	turquoise	turquoise
PLA2G4E	purple	purple
PLA2G6	salmon	purple
PLAA	green	green
PLAC4	green	green
PLAC8	turquoise	turquoise
PLAC9	grey	grey
PLAG1	yellow	green
PLAGL1	turquoise	turquoise
PLAGL2	yellow	green
PLAT	green	green
PLAUR	greenyellow	greenyellow
PLB1	green	green
PLBD1	grey	grey
PLBD2	blue	blue
PLCB1	grey	grey
PLCB2	pink	pink
PLCB3	blue	blue
PLCD1	blue	blue
PLCD3	blue	blue
PLCD4	green	green
PLCE1	black	black
PLCG1	red	blue
PLCG2	blue	blue
PLCH2	blue	blue
PLCL1	grey	grey
PLCL2	brown	brown
PLCXD2	greenyellow	greenyellow
PLD1	tan	brown
PLD2	blue	blue
PLD3	turquoise	turquoise
PLD6	turquoise	turquoise
PLEC	salmon	purple
PLEK	turquoise	turquoise
PLEK2	green	green
PLEKHA1	turquoise	turquoise
PLEKHA2	green	green
PLEKHA3	pink	pink
PLEKHA4	grey	grey
PLEKHA5	blue	blue
PLEKHA7	grey	grey
PLEKHA8	tan	brown
PLEKHA8P1	brown	brown
PLEKHB1	turquoise	turquoise
PLEKHB2	green	green
PLEKHF1	greenyellow	greenyellow
PLEKHF2	midnightblue	black
PLEKHG1	magenta	magenta
PLEKHG2	yellow	green
PLEKHG3	turquoise	turquoise
PLEKHG4	pink	pink
PLEKHG4B	salmon	purple
PLEKHG5	pink	pink
PLEKHG6	yellow	green
PLEKHG7	grey	grey
PLEKHH1	yellow	green
PLEKHH2	grey	grey
PLEKHH3	grey	grey
PLEKHJ1	turquoise	turquoise
PLEKHM1	yellow	green
PLEKHM1P	yellow	green
PLEKHM2	yellow	green
PLEKHM3	turquoise	turquoise
PLEKHN1	turquoise	turquoise
PLEKHO1	yellow	green
PLEKHO2	red	blue
PLIN2	yellow	green
PLIN3	red	blue
PLIN4	salmon	purple
PLIN5	grey	grey
PLK1	turquoise	turquoise
PLK2	greenyellow	greenyellow
PLK3	yellow	green
PLK4	black	black
PLLP	turquoise	turquoise
PLN	grey	grey
PLOD1	turquoise	turquoise
PLOD3	turquoise	turquoise
PLP2	turquoise	turquoise
PLRG1	brown	brown
PLS1	brown	brown
PLS3	grey	grey
PLSCR1	turquoise	turquoise
PLSCR2	grey	grey
PLXDC1	blue	blue
PLXDC2	grey	grey
PLXNA1	blue	blue
PLXNA2	greenyellow	greenyellow
PLXNA3	turquoise	turquoise
PLXNA4	green	green
PLXNB1	grey	grey
PLXNB2	grey	grey
PLXNC1	brown	brown
PLXND1	green	green
PM20D1	turquoise	turquoise
PM20D2	turquoise	turquoise
PMAIP1	green	green
PMCH	cyan	cyan
PMEL	blue	blue
PMEPA1	blue	blue
PMF1	red	blue
PMFBP1	grey	grey
PML	purple	purple
PMM1	red	blue
PMM2	salmon	purple
PMPCA	yellow	green
PMPCB	midnightblue	black
PMS1	brown	brown
PMS2	blue	blue
PMS2CL	green	green
PMS2P1	blue	blue
PMS2P3	turquoise	turquoise
PMS2P4	blue	blue
PMS2P5	turquoise	turquoise
PMVK	turquoise	turquoise
PNISR	red	blue
PNKD	turquoise	turquoise
PNKP	turquoise	turquoise
PNMA1	blue	blue
PNMA2	yellow	green
PNMA3	turquoise	turquoise
PNMA5	blue	blue
PNMAL2	grey	grey
PNN	purple	purple
PNO1	green	green
PNP	red	blue
PNPLA1	green	green
PNPLA2	red	blue
PNPLA3	green	green
PNPLA4	turquoise	turquoise
PNPLA6	blue	blue
PNPLA7	grey	grey
PNPLA8	green	green
PNPO	turquoise	turquoise
PNPT1	brown	brown
PNRC1	pink	pink
PNRC2	midnightblue	black
POC1A	blue	blue
POC1B	brown	brown
POC5	midnightblue	black
PODNL1	blue	blue
PODXL	grey	grey
PODXL2	pink	pink
POF1B	cyan	cyan
POFUT1	blue	blue
POFUT2	green	green
POGK	turquoise	turquoise
POGLUT1	brown	brown
POGZ	purple	purple
POLA1	brown	brown
POLA2	turquoise	turquoise
POLB	black	black
POLD1	turquoise	turquoise
POLD2	turquoise	turquoise
POLD3	blue	blue
POLD4	turquoise	turquoise
POLDIP2	blue	blue
POLDIP3	yellow	green
POLE	turquoise	turquoise
POLE2	yellow	green
POLE3	black	black
POLE4	turquoise	turquoise
POLG	turquoise	turquoise
POLG2	brown	brown
POLH	turquoise	turquoise
POLI	brown	brown
POLK	tan	brown
POLL	turquoise	turquoise
POLM	turquoise	turquoise
POLN	grey	grey
POLQ	magenta	magenta
POLR1A	salmon	purple
POLR1B	tan	brown
POLR1C	yellow	green
POLR1D	yellow	green
POLR1E	yellow	green
POLR2A	purple	purple
POLR2B	red	blue
POLR2C	cyan	cyan
POLR2D	yellow	green
POLR2E	turquoise	turquoise
POLR2F	blue	blue
POLR2G	turquoise	turquoise
POLR2H	blue	blue
POLR2I	red	blue
POLR2J	blue	blue
POLR2J2	grey	grey
POLR2J3	blue	blue
POLR2J4	yellow	green
POLR2K	midnightblue	black
POLR2L	turquoise	turquoise
POLR2M	yellow	green
POLR3A	blue	blue
POLR3B	brown	brown
POLR3C	blue	blue
POLR3D	salmon	purple
POLR3E	yellow	green
POLR3F	black	black
POLR3G	grey	grey
POLR3GL	brown	brown
POLR3H	turquoise	turquoise
POLR3K	turquoise	turquoise
POLRMT	turquoise	turquoise
POM121	yellow	green
POM121C	pink	pink
POM121L10P	salmon	purple
POM121L1P	grey	grey
POM121L4P	grey	grey
POM121L8P	green	green
POMC	turquoise	turquoise
POMGNT1	pink	pink
POMP	midnightblue	black
POMT1	salmon	purple
POMT2	yellow	green
POMZP3	yellow	green
PON2	turquoise	turquoise
POP1	tan	brown
POP4	red	blue
POP5	brown	brown
POP7	red	blue
POPDC2	brown	brown
POR	red	blue
PORCN	red	blue
POT1	brown	brown
POTEF	grey	grey
POTEM	turquoise	turquoise
POU2AF1	turquoise	turquoise
POU2F1	purple	purple
POU2F2	turquoise	turquoise
POU5F1	purple	purple
POU5F1B	grey	grey
POU5F1P4	blue	blue
POU6F1	purple	purple
PP2D1	black	black
PP7080	turquoise	turquoise
PPA1	grey	grey
PPA2	brown	brown
PPAN	pink	pink
PPAP2A	turquoise	turquoise
PPAP2C	blue	blue
PPAPDC1B	turquoise	turquoise
PPAPDC2	red	blue
PPARA	turquoise	turquoise
PPARD	purple	purple
PPARG	pink	pink
PPARGC1B	turquoise	turquoise
PPAT	midnightblue	black
PPBP	green	green
PPCDC	turquoise	turquoise
PPCS	brown	brown
PPDPF	greenyellow	greenyellow
PPEF2	magenta	magenta
PPFIA1	pink	pink
PPFIA3	grey	grey
